rounded_steering,speed
-0.5,13.026315789473685
-0.4,12.923076923076923
-0.3,13.227272727272727
-0.2,41.3086038124678
-0.1,43.09658089531195
0.0,45.451444792814165
0.1,39.847042828008156
0.2,38.776355421686745
0.3,10.718954248366012
0.4,10.901639344262295
0.5,9.551597051597051
